RowID,Title,Abstract
135,Hybrid Methods for Statistical and Econometric Modeling,"This research project will develop statistical methods that account for the unavoidable fact that most models only represent approximations to reality, and researchers often are faced with a choice of a number of different plausible models. The project will tackle this issue along three fronts: (i) by devising a modification to the widely used method-of-moment approaches from economics and statistics that account for imperfectly measured data, (ii) by providing formal statistical methods that account for the fact that researchers typically adapt the complexity of their model based on the amount of data they have, and (iii) by developing forecasting methods that combine the predictions of multiple (possibly imperfect) models to yield more robust forecasts. To accomplish this, techniques developed in very diverse fields of study will be combined and augmented, and their advantages in contexts very different from where they initially were conceived will be leveraged. The methods to be developed generally can be applied in many areas of study that employ statistical modeling and thus could impact fields as diverse as medicine, weather forecasting, pandemic evolution predictions, climate modeling, or the evaluation of the effectiveness of social intervention programs. Graduate students will be involved in the research process, and computer programs implementing the new methods will be made publicly available.<br/><br/>This research project will solve the problem of assigning a logical interpretation to the method of moments when the data rejects the model. The problem will be addressed by determining the minimum amount of measurement error that would be needed to reach agreement between the data and the model. This approach will draw from two currently very active areas of research, namely, empirical likelihood and optimal transport. Another part of the project will provide researchers with methods to account for their model selection process when making statistical inference by leveraging techniques from the general field of nonstandard inference. Finally, the project will exploit the largely overlooked fact that a multi-model forecasting process can be written as a model selection problem, where the model selection variables can be set-valued, thus emphasizing a connection with the so-called set-identified models, which have received considerable attention in recent years. The research will provide a natural frequentist counterpart to the commonly used Bayesian approaches to multi-model forecasts.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
136,Experiments in teacher professional learning: Testing design features that accelerate instructional improvement in mathematics,"Teacher professional learning is a critical part of the mathematics education landscape. For decades, professional learning has been the primary strategy for developing the skills of the teaching workforce and changing how teachers interact with students in classrooms around academic content. Professional learning also can be expensive for districts, both financially and in terms of teacher time. Given these investments, most school leaders wish to spend their professional development dollars efficiently, making decisions about professional learning design that maximize teacher and student learning. However, despite more than two decades of rigorous research on professional learning programs, practitioners have little causal evidence on which professional learning design features work to accelerate teacher learning. This project seeks to identify features of teacher professional learning experiences that lead to better mathematics outcomes for both teachers and students. <br/><br/>The project explores this central question through a series of randomized experiments in a range of districts across the country. The project leverages a research-practice partnership known as the Research Partnership for Professional Learning (RPPL) that brings together large-scale providers of math curriculum-focused professional development with researchers at Brown and Harvard Universities. Together, researchers and RPPL collaborators will conduct experimental A/B tests of professional learning features indicated as promising by both theory and, where available, prior evidence. Because these experiments will be housed within RPPL providers’ regularly-provided services to districts, experiments can be conducted efficiently and generate knowledge quickly. The project seeks to explore three critical topics and whether they make a difference in the efficacy of the teacher professional learning: whether to emphasize conceptual or concrete approaches to teacher change; ways to enhance teacher agency in professional learning settings; and ways to increase the persistence—or “stickiness”—of teacher learning. The project will model changes using data sources that include measures of teacher instructional practice, student learning, and artifacts from the professional learning enactments.<br/><br/>The Discovery Research preK-12 program (DRK-12) seeks to significantly enhance the learning and teaching of science, technology, engineering and mathematics (STEM) by preK-12 students and teachers, through research and development of innovative resources, models and tools. Projects in the DRK-12 program build on fundamental research in STEM education and prior research and development efforts that provide theoretical and empirical justification for proposed projects.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
137,Thermally Activated Dynamics in 2D Colloidal Glasses and Crystals,"Non-technical abstract: <br/><br/>In this project, the team seeks to uncover the microscopic mechanism(s) by which many materials change suddenly from a liquid to a solid without the usual crystallization process. The most familiar one is the window glass. Whether the window glass is a slowly aging liquid or a true solid is a longstanding unresolved question in science. Building on the recent research in two-dimensional (2D) colloidal glasses, the team plans to use both experiment and theory to study the origin(s) of the glass transition. The experimental and theoretical activities will benefit each other, providing motivation and testing of the hypotheses. The results of this research can benefit scientists and engineers in designing new materials. For example, understanding the mechanism(s) of how impurities or particle size variations impact the stability of the glassy material may allow scientists to artificially engineer such impurities to improve the properties of the materials, similar to introducing impurities into superconductors to make stronger magnets. The proposed research provides excellent training for two Ph.D. students, and undergraduate and master students in condensed matter physics. Training the next generation American scientists in materials science is of great importance in maintaining the US preeminence in science and technology. <br/><br/>Technical abstract:<br/><br/>The team plans to use video microscopy and Monte Carlo simulations to study two sets of related questions in condensed matter physics: (1) What is the microscopic mechanism in the recently discovered 2D colloidal glasses of anisotropic particles? (2) Does an array of edge dislocations formed along a low-angle grain boundary in a 2D colloidal crystal undergo a finite temperature phase transition and what happens to the phase transition when there are impurity particles in the hosting 2D crystal? The underlying fundamental question is how phases of matter and phase transitions are impacted by disorder. The first project will investigate the physical mechanism of a two-step 2D colloidal glass transition of rods. The proposed experiments will be used to distinguish various competing scenarios of the glass transition in 2D. The second project is to study a possible novel phase transition in an array of edge dislocations formed along a low-angle grain boundary in a 2D colloidal crystal and the effects of disorder on the phase transition and dynamics. The results will have a significant impact on the understanding of defects and the glassy states in condensed matter systems. The results of this research can help scientists and engineers in designing new materials for the benefit of society.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
138,Hamiltonian Methods for Dispersive Fluids and Plasmas,"Physical phenomena related to galaxies, gases, and plasmas can be modeled by the partial differential equations describing fluid motions. This project addresses several aspects of such equations, including the qualitative and quantitative study of their asymptotic behavior and the stability of various equilibriums (stable equilibriums correspond to objects that can be encountered/observed). An underlying theme of the project is to develop robust methods to leverage the stabilizing mechanisms of dispersion (the fact that, since all objects move constantly in an infinite space, a high concentration at any given point at any given time becomes increasingly unlikely as time passes). Another central theme of the project is to study the effect of rotation on fluids. While it has been already recognized that this induces a stabilizing dispersive effect, the extent of this effect, its precise mathematical expression, and its consequences, remain largely unknown. This project will also contribute to preparing the next generation of scientists by training graduate students, developing courses, as well as collaborative opportunities. <br/><br/>This project addresses various stability and asymptotic questions on kinetic and fluid equations, using the dispersive mechanism to obtain long-time control of the solutions. For kinetic equations, a goal is to understand the long-time behavior of solutions with a point charge part, using (and developing) the method of asymptotic action-angle. A first example is the stability of a Dirac mass, in the repulsive or (tentatively) the attractive case. A second question is to investigate the case of large data and the extension to the relativistic case. Another problem addressed concerns homogeneous equilibrium with an aim to better understand Landau damping (in the whole space). The PI will consider a model of fat-tail equilibria (the Poisson equilibrium) and will prove stability, by decomposing the electric field into an electrostatic contribution with faster decay and an oscillatory component that dissipates slowly. Using normal form techniques, the PI will prove that the long-time contribution of the slow but oscillatory component remains under control, and will close with a bootstrap argument based on Lebesgue norm of the density alone. Other generalizations will also be pursued. Finally, this project also considers situations where the rotation induces a stabilizing decaying mechanism, starting with global stability of the vector field of rigid motion for the incompressible 3d Euler. This in turn reduces to a problem of small data global existence for a quasilinear dispersive problem, which will be tackled using methods originating from the space-time resonance method and extensions.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
139,Collaborative Research: SaTC: CORE: Medium: The Next Generation of Leakage Attacks and Defenses for Encrypted Databases,"growing number of works explore the area of encrypted databases as a practical approach to searching on encrypted data stored at a server. The client encrypts the data before uploading it to the server. The server is not given the decryption key, yet the server can execute searches on the encrypted data requested by the client and return the corresponding encrypted answers. An encrypted database efficiently achieves the above functionality by allowing some leakage about the original (plaintext) data that appears harmless but could be exploited by an attacker who attempts to reconstruct the original data by synthesizing leakage from the encrypted answers and encrypted queries over time. <br/><br/>This project aims to develop the next generation of methods for building efficient encrypted databases and for analyzing their resilience to reconstruction attacks. To achieve this goal, it uses methods from algorithms, statistics, geometry, databases, and computer systems. Specific research activities include cryptanalysis of the leakage from encrypted databases with suppressed leakage as well as cryptanalysis and schemes for high-dimensional encrypted queries. Informed by the above research thrusts, this project will develop a principled analysis of defenses as well as a framework for quantifying the impact of leakage in the context of encrypted databases. <br/><br/>Toward achieving broader impacts, this project includes curriculum development for computer security courses, efforts to include members of underrepresented groups in research activities, and outreach to industry and government audiences.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
140,"Non-Binding Suggestions, Self-Enforcing Norms and the Determinants of Cooperation in Repeated Games","It is often difficult to achieve the common good in the face of opportunistic incentives. Repeated interaction can alleviate this difficulty: rewards and punishments in future interactions can possibly overcome shortsighted considerations. Cooperation then becomes a possibility, but not a necessity. The project experimentally investigates the self-sustainability of such cooperative norms, and addresses the question of how to make better norms focal. Society often expects leaders (such as CEOs, politicians, and school principals) to make pronouncements in the hope that such 'soft nudges' impact institutional culture and norms. This project investigates whether it is feasible, through the power of suggestion, to effect and sustain desired outcomes in the context of repeated relationships and communities. It will shed light on the determinants of leadership’s ability to shift behavior towards desirable outcomes; investigate which suggested behaviors yield the greatest adherence, and which have little hope of emerging; examine whether suggestions have persistent effects; and consider whether suggestions couched in moral language are more effective than those phrased in neutral language.<br/><br/>The social dilemma is pervasive but theoretically solvable in the context of repeated interactions. Yet theory only reveals that the set of possible outcomes expands. It does not shed light on how to bring about an equilibrium achieving the desired societal outcomes. The recent experimental literature on repeated games considers what norms will spontaneously crystallize in the lab, after filtering out transitory behavior. However, the equilibrium that arises in the lab may not come close to those arising in richer settings, where historical context, strategies' shared meaning, and pre-play communication play a role. As such, current experiments may be overly harsh when it comes to assessing the limits of cooperation: not seeing cooperation spontaneously emerge may not reflect the full potential for cooperation in real-life problems. A laboratory environment cannot recreate the many ways in which an equilibrium might become focal. This study takes the more modest approach of testing the self-enforcing nature of different strategies using non-binding suggestions, akin to the pronouncements made by leaders. This does not require having to witness the self-emergence of strategies, nor does it require introducing uncontrolled elements that defy the purposes of a lab setting. Failing to voluntarily follow a non-binding suggestion of some cooperative equilibrium strategies is evidence that it is unlikely to spontaneously crystallize and persist in real life. The methodology involves varying the continuation probability, as a natural treatment-control for demand effects arising from statements made by third parties (in this case, the experimenter). This study will investigate many questions, including whether efficiency is higher when making a non-binding suggestion such as grim-trigger or tit-for-tat strategies, as opposed to when letting a convention emerge spontaneously; and how non-binding suggestions interact with previously studied determinants of cooperation (e.g., the role of risk dominance, risk aversion and altruism). In addition to standard repeated games, this project will also explore the empirical validity of established theoretical notions of community enforcement.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
141,Geometry and Arithmetic of Brill--Noether Loci and Brill--Noether curves,"Polynomial equations are ubiquitous in mathematics, physics, and other sciences. One can study a system of polynomial equations geometrically, by thinking about the shape formed by these solutions, as well as arithmetically, by considering what types of numbers arise in solutions. This project studies the relationship between the geometry and arithmetic in the one-dimensional case of algebraic curves. Broadly, this project will investigate the possible explicit realizations of an abstract algebraic curve by polynomial equations (so-called Brill-Noether theory), which informs both the geometry of the curve, as well as its arithmetic of solutions over bounded extensions of the rational numbers. The project includes the training of undergraduate and graduate students and work with members of underrepresented groups. <br/><br/>Specifically, the PI will initiate the arithmetic Brill-Noether theory program to elucidate the structure of the rational points on Brill-Noether loci in the Picard variety of a curve. This has applications to determining the low degree points on curves defined over number fields. The PI will also investigate analogues of the classic Brill-Noether theorem when the curve is special in moduli due to a low degree realization in projective space. In particular, when the curve has a low degree map to the projective line, the PI will study the relationship with affine permutations and the affine Grassmannian.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
142,Collaborative Research: Rare Earth Materials Under Extreme Conditions,"Non-technical summary <br/>Rare earths are a group of chemical elements used extensively in batteries, cell phones, protective coatings, and high melting ceramics. Their stability and suitability for such applications are governed by their physical, electrical, magnetic, and thermodynamic properties, all of which are closely related to their structure. With support from the Ceramics Program in NSF’s Division of Materials Research, this project brings together computational theory and experimental structural and thermodynamic measurements to provide fundamental data and predictive understanding of the behavior of high-melting solid rare earth compounds containing oxygen, nitrogen, and carbon. The experiments are guided by computational predictions of stability and structure made by state-of-the art physical theory and machine learning. High pressure is used as a tool to discover and synthesize new rare earth materials. Specialized high temperature calorimetric techniques measure thermodynamic properties. The thermodynamic data will be made available in a database for use by both academic and industrial scientists. The new knowledge obtained enables future design of more efficient and earth-friendly materials and devices containing rare earth elements. Additionally, students are trained through this project in a variety of techniques, preparing them for careers in many fields, including materials science, ceramics, semiconductor technology, and aerospace science.<br/><br/>Technical summary<br/>Continuing a long-standing collaboration between experimental and computational scientists, this project, supported by the Ceramics Program in NSF’s Division of Materials Research, focuses on the thermodynamic and structural properties of refractory rare earth containing ceramic materials. Computations using ab initio thermodynamics at high temperature and pressure combined with machine learning approaches will guide synthesis experiments at atmospheric and high pressures. High pressure samples are synthesized in a multi-anvil apparatus at Arizona State University (ASU). Thermodynamic properties are determined by oxide melt solution calorimetry, high temperature scanning calorimetry, and drop and catch calorimetry. High temperature phase transitions are studied by synchrotron diffraction techniques. Specific systems of interest include rare earth monoxides, oxycarbides, and sesquioxides, with emphasis on their structure and properties at high temperature and pressure. A database of thermodynamic properties will be developed and disseminated. Thereby thermodynamic data will be made available in a database for use by both academic and industrial scientists. The new knowledge obtained enables future design of more efficient and earth-friendly materials and devices containing rare earth elements. Additionally, students are trained through this project in a variety of techniques, preparing them for careers in many fields, including materials science, ceramics, semiconductor technology, and aerospace science.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
143,SaTC: CORE: Small: Mercurial Signatures and Applications to Privacy-Preserving Authentication,"Anonymous credentials allow individuals to prove that they have a set of credentials, issued by some trusted issuer, or a set of issuers, without revealing any other information. Thus, for example, using anonymous credentials, an access provider can make sure that only authorized individuals get to participate in transactions and gain access to various resources, without invading the individuals' privacy.<br/> <br/>In spite of decades of research, the existence of several implementations and some examples of adoption, practitioners have yet to adopt this technology en masse. One reason that practitioners are having a tough time wrapping their minds around anonymous credentials is that the underlying concepts are complex and have yet to enter the popular lexicon. Another issue is that traditional anonymous credentials do not in fact protect users' privacy as much as we want them to. Efficiency, bandwidth and other practical considerations play a role too.<br/> <br/>This work addresses these gaps by studying mercurial signatures. Conceptually, mercurial signatures are easier to explain to software engineers and decision makers than traditional anonymous credentials, because unlike the latter they do not require familiarity with cryptographic commitments and zero-knowledge proof systems. Instead, they build off intuition that, by now, many practitioners have from standard digital signatures when it comes to unforgeability, and probabilistic encryption when it comes to unlinkability. They immediately lend themselves to privacy-preserving certification chains and delegatable anonymous credentials. And their efficient realization translates to efficient privacy-preserving authentication with strong composition guarantees.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
144,Collaborative Proposal: Tectonic degassing as a possible solution to the Miocene climate enigma,"About 20 million years ago, the Earth was much warmer than today and the Antarctic was nearly ice-free. However, a mysterious climatic transition happened around 14 million years ago and the Earth went through a series of cooling events since then. The persistent cooling over millions of years ultimately led to the emergence of the bi-polar icehouse climate of today. Scientists have long been puzzled about what processes could have caused the cooling. One idea is that the rise of the Himalayas mountains may have sped up erosion and increased the rate of chemical weathering, a process that draws down atmospheric carbon dioxide. Other scientists suggest that the cooling may have been caused by a slowdown in the supply of carbon dioxide from deep inside the earth. The idea is that the formation rate of oceanic crustal rocks decelerated about 14 million years ago. That would have caused a decrease in the release of carbon dioxide from the Earth's interior into the atmosphere. The decrease in the supply of that greenhouse gas then led to the decrease in global temperatures. This study will help address this cooling mystery by providing improved estimates of past global temperatures. Those estimates will come from analyses of organic molecules preserved in deep-sea sediments and from climate model simulations. The new global temperature reconstruction will help determine the relative contributions of mountain building and carbon dioxide release from the Earth's interior to changes in the carbon cycle. The study will provide a better picture of how tectonic processes on Earth, both on land and at the sea floor, influence long-term global climate. The project broader impacts include support for a postdoctoral researcher at both institutions, support for a graduate student and undergraduate researchers at Brown University, and support for K-12 focused outreach activity through an existing program at Brown University.<br/><br/>Beginning in the Middle Miocene (~14 Ma), the Earth experienced sustained cooling of 10-12 degrees C that ended the generally warm climate that had prevailed since the Mesozoic. A major enigma about this Miocene climate transition is whether it is driven by reduced carbon dioxide degassing (source) or enhanced weathering removal (sink). Assuming a relatively constant seafloor spreading rate over time, previous studies suggest that the carbon dioxide drawdown (and the global cooling) was caused by enhanced chemical weathering. That could have been due to either the uplift of the Himalayas or the emergence of the tropical maritime continent, which exposed easily weathered volcanic material in one of the warmest, wettest areas of the world. Recent sea surface temperature reconstructions, however, reveal that the Middle Miocene was much warmer than previously thought, raising the puzzle of whether reduced weathering alone is sufficient to sustain the large warming; an enhanced carbon dioxide flux is probably required to balance the expected weathering sink of carbon dioxide under warm Middle Miocene conditions. This study is motivated by a challenge to the weathering hypothesis based on recent evidence of a ~30% reduction in global crustal production rate since 15 Ma. This project will generate new biomarker sea surface temperature estimates with global coverage for the Miocene, filling temporal and spatial gaps of current datasets. Along with proxy analysis, the study will also develop new Miocene climate simulations sampling a wide range of model physics and boundary conditions to reproduce the Miocene large-scale temperature and hydrological cycle. The model simulations will be used to probe source/sink configurations compatible with Miocene temperatures and mass balance in the carbon cycle. By synthesizing the model-data information, the project will develop an improved reconstruction of the Miocene climate which will ultimately allow for estimation of the relative contribution of different source-sink terms (i.e., the Himalayas, the maritime continent, and the carbon dioxide degassing associated with seafloor spreading) in driving the Miocene temperature and atmospheric carbon dioxide evolution.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
145,The Impact of Covid-19 on the Educational and Career Outcomes of First-Generation College Students and their Families,"The Covid-19 pandemic has greatly disrupted the education of first-generation college students—those whose parents did not complete a college degree. These students and their parents are often low-income, racial/ethnic minorities, and/or of an immigrant background. Compared to other families, they have fewer resources to absorb the impact of the educational and social crises stemming from the pandemic, but also have more at stake in completing a college degree. In families of first-generation college students, parents and children strive together for individual and collective success based on the belief that higher education will advance the family's economic mobility, improve their social status, and help them fulfill their obligations to each other. This research examines how the Covid-19 pandemic has affected the educational and life goals of first-generation college student families and the actions taken in support of these goals. The project findings, to be shared in public-facing documents and web-based formats including a public archive, informs university supports and social services for vulnerable learners and families. This project is jointly funded by Cultural Anthropology and the Established Program to Stimulate Competitive Research (EPSCoR).<br/> <br/>The project hypothesizes that the Covid-19 pandemic has led first-generation college students and their families to prioritize caretaking actions aimed at immediate practical needs over the longer- term goals of better lives enabled by education. This hypothesis will be investigated through three years of data collection and analysis. Sixty parent-student pairs will each participate in: 1) two years of monthly journaling on the Pandemic Journaling Project (PJP) platform, created by two of the PIs in May 2020; 2) two one-on-one interviews with researchers; and 3) two interviews conducted between parent and student. These varied methods will capture families' shifting thinking, goals, and actions in relation to education and well-being. Understanding these perspectives and choices will advance theories of how families seek to create meaningful lives through both education and caregiving in the wake of crisis.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
146,Iron-sulfur Clusters as Biological Sensors: Mechanistic Investigations by Synthetic Modeling Studies,"With the support of the Chemistry of Life Processes (CLP) program in the Division of Chemistry, Professor Eunsuk Kim from Brown University is studying the development of synthetic modeling systems to understand how iron-sulfur (Fe-S) clusters act as sensors for environmental signals. Iron-sulfur clusters are ubiquitous cofactors present in all animal kingdoms. Organisms have evolved to exploit the inherent reactivity of Fe-S clusters with small molecules like O2 and NO to assess their environment. For example, bacteria sense environmental O2 and NO and adjust their gene expression profiles for survival using regulatory proteins that contain Fe-S clusters. The human Fe-S mitoNEET protein acts as a redox sensor and regulates mitochondrial functions, failure of which leads to metabolic and neurodegenerative diseases. The proposed study will offer molecular insights into the modification and repair of iron-sulfur clusters by small redox signaling molecules. Molecular insights gained in this project will inform research focused on the development of biomarkers for disease detection, of antimicrobial agents, and of therapeutics for metabolic diseases. Students who will implement the research will gain knowledge, expertise and skills in chemical synthesis, reactivity, structural characterization of molecules, and spectroscopy. This project is also integrated into an outreach program focused on the improvement of the educational environments of students from groups underrepresented in STEM (science, technology, engineering and mathematics) and students from public high schools. <br/><br/>This research project seeks to understand strategies used by Fe-S regulatory proteins to battle oxidative and nitrosative stress at the molecular level. This goal is achieved by studying the geometric and electronic structure, reactivity, and bonding properties of discrete biomimetic, model Fe-S complexes. The chemical reactivity of Fe-S clusters will be studied in three different areas. Firstly, mechanistic details for the reactions of 4Fe-4S clusters with NO will be examined. These include the characterization of novel iron nitrosyl products and investigations on how reactive sulfur species are generated through the action of NO upon Fe-S clusters. Secondly, mitoNEET model clusters will be synthesized and bonding properties of the Fe-S cluster will be correlated to cluster transfer activity. Lastly, persulfide-ligated Fe-S clusters will be synthesized used to study the role of persulfides in the Fe-S repair process. Overall then, these fundamental mechanistic and spectroscopic studies have real promise to enhance understanding of Fe-S complexes in biology, in general, and their specific roles in electron transfer-initiated processes including interactions with signaling molecules such as NO and persulfides.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
147,Static and Dynamic Properties of Magnetic Skyrmions and Their Applications,"Nontechnical Abstract<br/><br/>This award supports experimental research and education to advance basic knowledge in spintronics and magnetism. Spintronics uses electron spin to construct highly performing electronic devices beyond the conventional semiconductor chips. The magnetic entities or particles that the research team investigates are called magnetic skyrmions, tiny magnetic swirls that arise in two-dimensional materials that can be used for computing and information storage. Through the research efforts, the team can effectively control the motion of skyrmions and construct skyrmionic devices, thereby providing a research platform to train the next generation of scientists in spintronics. The principal investigator (PI) plans to develop new fabrication processes and characterization techniques that could lead to revolutionary computing, security, and sensing devices. The PI uses the most sophisticated high resolution magnetic imaging and electronic measurement techniques to uncover new spin-based physical phenomena. The PI plans to train diverse groups of students in materials/devices processing and characterization. The research team strives to make a lasting contribution to the science education of the public and young people. Research on nanoscale physics and devices has positive impacts on our society in areas of computing, information storage and processing, quantum sensing, and medical diagnostics. Skyrmion-enabled devices consume low power or less expensive materials, which mitigates climate change. With great potential in discovery and invention, this research project furthers the United States’ competitive edge in the electronics industry and help maintain leadership in advanced research, manufacturing, and innovation. <br/><br/>Technical Abstract<br/><br/>The objective of this project is to understand the static and dynamic properties of magnetic skyrmions in magnetic multilayers, by exploring the interactions between skyrmions and various excitations including the magnetic field and spin current. The PI aims to achieve an understanding of the static, global and local dynamic behavior of skyrmions, both individually and collectively as clusters. The experimental approach utilizes state-of-the-art sample fabrication, submicron lithography, advanced imaging techniques and highly sensitive electronic measurements. The research team relies on micromagnetic simulations, electron magnetotransport theory, and condensed matter physics on spin-orbit coupling. The team plans to develop new device paradigms with advantages over existing designs in non-volatility of information, probabilistic computing, low power consumption, nanoscale scalability, ultrafast operation, and thermal stability. The project advances basic knowledge in spintronics and physics of topological magnetism. The team plans to develop understanding about single-skyrmion behavior, skyrmion-skyrmion interactions and their interactions with external controls and local variations in the spatial energy landscape. Through the research efforts, the team can effectively control skyrmions and construct skyrmionic devices, providing a research platform to train the next generation of scientists in the critical technological area of spintronics. The PI plans to train and educate diverse groups of students in their acquisition of condensed matter physics knowledge and experimental skills in materials/devices processing and characterization.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
148,The role of intercellular interactions in bacterial swarming motility,"Non-technical Abstract:<br/><br/>Bacteria live in our surroundings, including in our own bodies. Understanding their ability to move is important for controlling them for the benefit of our environment and public health. This research program focuses on the study of swarms of bacteria on a moist surface. The work is performed on a newly discovered species of bacteria called Enterobacter sp. SM3, which manifests robust swarming abilities. The goal of the program is to examine how cell-cell interactions in a crowded population of bacteria affect their movement. The bacterial swarms will be characterized as active matter. Understanding the role of cell-cell interactions in bacterial swarms will aid in the control and treatment of large bacterial populations in environmental situations, such as large mats of bacteria known as biofilms, and in the microbiomes of human and animal intestines. The program will directly fund one PhD dissertation and provide training to several master’s and undergraduate students as research assistants, including undergraduate students from a historically black college for summer research.<br/> <br/>Technical Abstract:<br/> <br/>The goal of the study is to assess the extent to which intercellular interactions define the swarming motility in a dense bacterial population. The team seeks to observe and characterize specific patterns and collective motion of a large bacterial population under properly designed conditions that vary intercellular interactions, such as dynamic alignment, hydrodynamic entrainment, and flagella entanglement. They also seek to uncover additional interactions mediated either by secreted extracellular matrix materials or by added polymers which serve as a viscoelastic medium. The objective is to account for observed patterns and features of collective motility based on the principles of active matter physics. If successful, the program will provide new insights, not only on bacterial swarming behavior, but also on the collective behavior of individually motile particles in general. The work will further establish bacterial swarms as biologically significant active matter with a range of emergent properties. The program integrates knowledge across the diverse fields of soft matter physics, microbiology, and fluid dynamics. In addition to the direct impact on active matter physics research, the work may also lead to applications in ecology and infection control guided by concepts and strategy rooted in soft matter physics.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
149,Collaborative Proposal: Testing Collision Versus Frictional Stress-Drop Models of High-Frequency Earthquake Ground Motions,"Earthquakes are ubiquitous natural hazards that impact vulnerable populations near active fault systems across the globe. Despite longstanding and intensive research by the scientific community, several key aspects of the earthquake rupture process remain poorly understood. This project focuses on understanding the physical origin of the high-frequency seismic energy that is generated during the rupture process as earthquake faults slip past one another. These advances in scientific understanding have broad implications for earthquake hazard mitigation, informing how future building design codes should be constructed in order to prevent earthquake damage to vulnerable structures. The project also supports early career scientists and provides research opportunities to traditionally underrepresented groups in the geosciences. Through targeted outreach efforts, the project will engage high school students from a diverse range of socioeconomic backgrounds, with an aim toward experiential learning that will guide them in their future careers.<br/><br/>The physical origins for high-frequency ground motions have traditionally been explained in terms of a frictional model that postulates that frictional processes during fault slip determine rupture properties like stress drop, which in turn control shaking amplitudes. However, these classical frictional models often struggle to explain many aspects of the high-frequency ground motions observed in nature. This discrepancy has led to the hypothesis that elastic impacts of fault-zone structures that occur to accommodate the geometric complexity of fault systems may play an important role in the generation of high-frequency ground motions. The project will explicitly test this hypothesis using three sets of seismological observations – corner frequencies, radiation patterns, and the ratio of S-wave to P-wave radiated energy – for which the frictional and impact models make distinctly different predictions. This work has a number of important implications for our understanding of the physics of earthquake rupture, including determining the degree to which detailed measurements of fault zone structure are needed to make accurate ground motion predictions, revising the physical interpretation of seismological stress drop estimates, and constraining the degree of wave scattering in the Earth’s crust. These advances, taken holistically, will provide crucial observational constraints for future earthquake hazard mitigation efforts.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
150,"Collaborative Research: Non-homogeneous Harmonic Analysis, Spectral Theory, and Weighted Norm Estimates","Singular integrals are mathematical objects that feature heavily in the study of partial differential equations, with applications ranging from physics to engineering to quantum computing. The mathematical theory of singular integrals has traditionally been formulated in smooth geometric settings. However, demand for an understanding of singular integrals in rougher settings has grown recently with a more refined understanding of mathematical models for physical phenomena in irregular or non-smooth environments. Emerging applications of singular integrals in quantum computing further buttress the need for such extensions of the classical theory. Notably, the relationship between singular integrals and the geometry of sets and measures facilitates a new understanding of dimension reduction for high-dimensional point sets, that is, mechanisms to detect whether large collections of points in a high-dimensional space in fact lie on a smooth lower-dimensional manifold. Results of this nature are important for data science applications, and the project has the potential to bring the toolkit of singular integral theory to bear on this important application domain. By coupling pure harmonic analysis methods with tools from combinatorics and probability, and through its noticeable interface with questions of relevance in data science, the project will also provide opportunities for the training of junior mathematicians, including graduate students.<br/><br/>This project considers a variety of questions in the study of singular integrals in non-smooth or rough settings, using both existing and newly developed tools. The principal investigators have been at the forefront of the past development of such a theory, and the current project will crystallize new applications to other areas of geometry and analysis. Questions under consideration in this project include: (a) a sharp characterization of bounded singular integrals with matrix weight, which is important in the regularity theory of vector stationary stochastic processes, (b) a characterization of weighted boundedness for para-product singular operators on graphs with cycles (multi-trees, Hamming cubes, etc.), and (c) the David-Semmes regularity problem in codimensions larger than one. The latter topic ties the project to questions in geometric measure theory and to the study of dimension reduction, with concomitant implications for the geometry of large data sets.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
